name,review_count,categories,rating,coordinates,price
Takaki Bakery,1,bakeries,3.0,"37.32174,-122.01853",
Veggie Grill,1248,"vegetarian,vegan,sandwiches",4.0,"37.321068611043856,-121.9490656256706",$$
Élyse Restaurant,442,"french,vietnamese,cocktailbars",4.5,"37.33363008882472,-121.88744268480657",$$
Desserts for Days,7,"desserts,customcakes,cupcakes",5.0,"37.351533685140566,-122.03688334975182",
Pizz'A Chicago,1021,"pizza,sandwiches,vegetarian",4.0,"37.35333,-122.00004",$$
Ortiz Panadaria,2,bakeries,5.0,"37.35682,-121.88878",
Panaderia El Angel,1,"bakeries,customcakes",5.0,"37.3335063075837,-121.8541620556711",
Panera Bread,144,"sandwiches,salad,soup",3.0,"37.381126,-121.996418",$
Lee's Sandwiches,296,"sandwiches,vietnamese",3.5,"37.386290452409,-121.86188377961",$
Basic B Bakery,2,"desserts,customcakes,cupcakes",5.0,"37.30949,-121.96375",
California Croissant,1,"wholesale_stores,bakeries",1.0,"37.37195,-121.9071",
Mrs. Fields Valley Fair Mall,75,"bakeries,desserts,cupcakes",3.5,"37.325311,-121.944274",$
romerossweetcreations,1,bakeries,5.0,"37.35909,-121.84578",
Left Bank - San Jose,2634,"french,brasseries,cocktailbars",3.5,"37.3198328410659,-121.948069937838",$$
Mrs. Fields Great Mall of Bay Area,15,"bakeries,desserts,icecream",3.0,"37.415649,-121.897383",
Pastry Atelier PQ,17,desserts,4.5,"37.3123664855957,-121.965950012207",
Le Boulanger,1,bakeries,3.0,"37.3336296,-121.9011154",$$
L & F Fish Market,36,"seafoodmarkets,grocery",4.0,"37.3491349,-121.862443",$
Flores Bakery and Deli,1,"bakeries,delis",3.0,"37.3337173461914,-121.875396728516",
The Party Helpers,116,"catering,eventplanning",5.0,"37.396279,-121.913883",
Chez Christina,403,"vietnamese,french",3.5,"37.448481,-121.887124",$$
New York Bagels,1,"juicebars,bakeries,bagels",4.0,"37.331703,-121.9962504",
Panera Bread,461,"sandwiches,salad,soup",3.5,"37.340194,-121.903762",$$
Freshness Farms,31,"fooddeliveryservices,markets,organic_stores",4.5,"37.3120731,-121.96802230426",$$
Pasteleria Martinez,9,cakeshop,4.0,"37.3218476,-121.8793025",$$
The Old Spaghetti Factory,1691,"italian,catering",3.0,"37.336045,-121.893779",$$
Berryessa Farmers' Market,54,"farmersmarket,grocery,markets",4.0,"37.4038428,-121.8487685",$
Lucky 7 Súpermarket McKee,9,"grocery,meats,bakeries",3.0,"37.356743014818626,-121.86346859055979",$$
El Buen Gusto Taqueria,379,"bakeries,mexican,seafood",3.0,"37.37286,-121.87316",$$
The Sandwich Spot,199,sandwiches,4.0,"37.42783,-121.92021",$$
Cardenas Markets,42,"grocery,mexican,meats",2.0,"37.34321,-121.88932",
Lee's Sandwiches,152,"sandwiches,vietnamese",3.0,"37.3311309814453,-121.855392456055",$
Safeway,17,"grocery,bakeries",3.5,"37.3008462814663,-121.95150353786433",
Guadalajara Market,22,"meats,convenience",3.5,"37.39707,-122.02327",$$
Butter Cheeni,1,"desserts,customcakes,macarons",3.0,"37.34442439472216,-121.88350909156195",
Ike's Love & Sandwiches,1499,sandwiches,4.0,"37.3225195231459,-122.04096696965",$$
Milpitas Halal Market,28,"grocery,meats",2.5,"37.4345263838768,-121.886134967208",$$
Erik's DeliCafé,308,"delis,sandwiches,soup",4.0,"37.435310357531,-121.89900307924",$$
United Paleteria y Neveria,163,"icecream,desserts",4.0,"37.345562,-121.847945",$
Rosie's New York Pizza,631,"pizza,italian,pastashops",3.5,"37.331958172560434,-121.91293644840711",$$
Seafood City Supermarket,200,"seafoodmarkets,filipino,intlgrocery",3.0,"37.416633605957,-121.877006530762",$$
Noah's NY Bagels,213,"bagels,breakfast_brunch,sandwiches",2.5,"37.30782364416859,-121.90026015043259",$
Ike's Love & Sandwiches,217,sandwiches,4.0,"37.2927,-121.99643",$$
Mini Yums Truck,7,"desserts,foodtrucks",3.5,"37.339202880859375,-121.89973449707031",$
Jamba,137,"juicebars,sandwiches",3.0,"37.341533918402114,-121.91147919671545",$
Paloma Cafe,197,cafes,3.0,"37.33284812261861,-121.85646838435392",$$
Ike's Love & Sandwiches,758,sandwiches,4.0,"37.3369298871105,-121.889421168717",$$
Lucky 7 Súpermarket King,9,"grocery,meats",2.0,"37.3456551108137,-121.848642043769",$
Ganesha Indian Cuisine Sweets & Catering,245,"indpak,coffee,seafood",3.5,"37.34599,-121.97868",$$
Sprouts Farmers Market,206,"grocery,healthmarkets,organic_stores",3.5,"37.2928963,-121.99259",$$
Auntie Anne's,60,"pretzels,hotdogs,desserts",3.5,"37.41411939637626,-121.89571250914443",$
TOGO'S Sandwiches,111,"sandwiches,delis,hotdogs",2.5,"37.42852,-121.92068",$
7-Eleven,21,"convenience,coffee",3.5,"37.310255685597,-121.916189789772",$
Panera Bread,352,"sandwiches,salad,soup",3.5,"37.294784,-121.940413",$$
Tomato Thyme,646,"pizza,salad,pastashops",3.5,"37.29362,-121.91223",$$
Panera Bread,632,"sandwiches,salad,soup",2.5,"37.3232102,-122.0380636",$$
The Cheese Steak Shop,326,"sandwiches,newamerican,cheesesteaks",3.5,"37.434986644369,-121.89886010207",$$
Cornejo's Event Planner,53,"catering,wedding_planning,eventplanning",3.5,"37.3458246,-121.8639329",
99 Ranch Market,111,"seafoodmarkets,intlgrocery,meats",2.5,"37.3169626462905,-122.03380076218",$$
Panera Bread,353,"sandwiches,salad,soup",3.0,"37.303790450278,-121.861868811657",$$
The Habit Burger Grill,887,"burgers,salad,sandwiches",3.5,"37.36781930000047,-122.03315725766949",$$
Veggie Grill,648,"vegan,vegetarian,sandwiches",4.0,"37.29172754915478,-121.991398111471",$$
Charleys Cheesesteaks,55,"hotdogs,sandwiches,cheesesteaks",3.0,"37.416363,-121.896283",$
McDonald's,159,"hotdogs,burgers,coffee",2.0,"37.3872927136334,-121.8605752",$
Sam's Bar-B-Que,1269,"bbq,salad,sandwiches",3.5,"37.3060111999512,-121.931083679199",$$
McDonald's,110,"hotdogs,burgers,coffee",2.0,"37.323611,-121.969122",$
McDonald's,147,"hotdogs,burgers,coffee",2.0,"37.366956,-121.848662",$
Crumbl Cookies - Union City,32,"bakeries,desserts,icecream",3.5,"37.6029425,-122.0674872",
Tid Bit Confections,6,"bakeries,desserts,cupcakes",4.5,"37.582673,-122.082467",
Mitai Bakery,12,"desserts,macarons",4.5,"37.571321180904974,-121.98540167966068",
Innlay Bakery,41,bakeries,4.0,"37.54115,-122.02599",$
Wennie's Bakery,9,"bakeries,cupcakes,customcakes",5.0,"37.571321180904974,-121.98540167966068",
Magical Box Bakery,23,"desserts,cupcakes",5.0,"37.5355,-122.03496",
Cakes to Cakes,48,bakeries,5.0,"37.50964,-121.91671",$$$
Billy Roys Burger,130,"burgers,salad,sandwiches",4.0,"37.56187038859464,-122.0112302",$$
Crumbl Cookies - Pacific Commons,91,"bakeries,desserts,icecream",3.5,"37.50088,-121.97007",
BunBao,128,"fooddeliveryservices,chinese,catering",3.5,"37.5520036,-122.0550464",$$
My Mini Treats,26,"customcakes,cupcakes",4.5,"37.6349067687988,-122.070808410645",$$
Cupcakes On The Go,39,bakeries,3.5,"37.5011428,-121.958687",$$
Jojoli Bakeshop & Restaurant,105,"bakeries,filipino",3.5,"37.590394,-122.07044",$
Suisa & Son Bakeshop,3,bakeries,4.5,"37.588513,-122.069051",
Cam Huong,566,"vietnamese,sandwiches",4.0,"37.59003,-122.068035",$
Bear Bitez,578,"burgers,catering,sandwiches",4.5,"37.53791,-122.01763",$
Oh Cake!,159,"desserts,catering",4.5,"37.542594909668,-121.977684020996",$$
Papillon,1030,"french,wine_bars",4.0,"37.57926,-121.979734",$$$
Maiwand Market,135,"grocery,bakeries,afghani",3.5,"37.5588289192017,-122.008775257672",$
Cakes by the POUND - Bay Area,10,desserts,4.0,"37.6332359313965,-122.056671142578",$$
B&H Bakery Distributors,1,"bakeries,donuts",5.0,"37.615882,-122.048337",
Honeyz Cake Nation,5,"cupcakes,customcakes",4.0,"37.56769,-122.01919",$$
Insatiable Desserts,3,desserts,5.0,"37.56283,-122.00044",$$
Maria's Dream Cakes,113,"desserts,customcakes,cupcakes",5.0,"37.53295,-121.96163",$$
Supreme Bakester,20,"customcakes,bakeries,cakeshop",5.0,"37.506170313541865,-121.96354515563068",
Sweets for Belle,7,"bakeries,gourmet",5.0,"37.5355,-122.03496",
Debbies Delicious Delectables,1,"desserts,cupcakes,bakeries",5.0,"37.53455,-122.03283",
Karebear Kreations,11,macarons,5.0,"37.5861701965332,-122.018180847168",
Banh Mi by Rice and Spoon,107,"sandwiches,vietnamese,soup",4.0,"37.5419399,-122.0556",$
Panera Bread,649,"sandwiches,salad,soup",3.0,"37.55514,-121.981933",$$
Bayco,1,bakeries,5.0,"37.614013671875,-122.054161071777",
Edible Arrangements,128,"giftshops,florists,chocolate",3.5,"37.531968,-121.958494",$$$
99 Ranch Market,132,"grocery,seafoodmarkets",3.0,"37.547563,-122.0469",$$
Cupcakes To Die For,20,cupcakes,5.0,"37.5001983642578,-121.97843170166",$$
Sprouts Farmers Market,135,"grocery,healthmarkets,organic_stores",3.5,"37.548766,-122.051634",$$
La Dolce Vita,2,cupcakes,5.0,"37.5482697,-121.9885719",
Chavez Supermarket & Taqueria,201,"mexican,grocery,bakeries",3.5,"37.662648,-122.076382",$$
Apple Spice,8,"catering,fooddeliveryservices",5.0,"37.52238,-122.00463",
Golden Eight Distribution Systems,2,"bakeries,desserts,wholesale_stores",3.0,"37.618414,-122.0761673",
See's Candies,64,"candy,giftshops,chocolate",4.0,"37.5543909281076,-121.98438199457",$$
Island Pacific Supermarket - Union City,88,"filipino,seafoodmarkets,intlgrocery",3.0,"37.5884992521798,-122.069212372575",$$
Lucky,61,"grocery,bakeries",2.5,"37.556007,-121.951909",$$
Panera Bread,525,"sandwiches,salad,soup",3.0,"37.5049948,-121.9720359",$$
Arteagas Food Center,389,"meats,grocery,mexican",3.5,"37.5414699,-122.0257",$
Chopsticks Pho & Grill,312,"vietnamese,sandwiches",4.0,"37.54872,-122.04929",$$
Mrs. Fields Southland Mall,9,"desserts,bakeries",3.5,"37.6510733741234,-122.102082640274",$$
Bakemark Usa,1,bakeries,1.0,"37.60265,-122.03865",
American Licorice,6,candy,3.0,"37.6046447753906,-122.049224853516",$
Clarmil Manufacturing Corporation,2,bakeries,3.5,"37.61488,-122.05301",
Raja Sweets & Indian Cuisine,260,"indpak,desserts",3.5,"37.5888007592435,-122.071276120842",$$
Cardenas Markets,46,"grocery,meats,mexican",1.5,"37.648621451512604,-122.0752864389043",
Afghan Market,31,"afghani,intlgrocery,meats",3.5,"37.6302975469509,-122.076908153026",$$
FoodMaxx,132,"grocery,bakeries",2.5,"37.6324304,-122.0962703",$
Fresh & Natural Cafe,4,catering,2.5,"37.527685,-121.916195",
TOGO'S Sandwiches,125,"sandwiches,delis,hotdogs",3.5,"37.5988269,-122.0705681",$$
Five Guys,1045,"burgers,hotdogs,sandwiches",3.5,"37.50533084370372,-121.96934669050886",$
Batik and Baker,1,"bakeries,popupshops",5.0,"37.802169954402444,-122.17698219388203",
Y So Sweet,16,"desserts,candy",5.0,"37.763797760009766,-122.16394805908203",$
Full Belly Bakery,38,"bakeries,desserts,cakeshop",5.0,"37.77551,-122.22654",
Grand Bakery,20,"bakeries,kosher",4.0,"37.79678,-122.2045",
Paper Rock Fork Bakery ,10,"cakeshop,desserts,cupcakes",5.0,"37.70071453192392,-122.08470671349393",
Kaori's Kitchen,87,"cookingschools,teambuilding,catering",5.0,"37.7701683044434,-122.178077697754",
Pinx,156,catering,4.5,"37.7264656372377,-122.15612411499",
Green House Bakery,10,bakeries,4.5,"37.77799,-122.22176",
Maple Street Cheesecakes,46,"desserts,catering,cupcakes",5.0,"37.80176544189453,-122.20926666259766",
Paramount Piroshki,89,bakeries,4.5,"37.704809,-122.147928",$
Mill's Hoagie & Deli Shop,363,"sandwiches,delis,cheesesteaks",4.5,"37.7762728419194,-122.183483624372",$$
Idle Hands Baking Company,31,"bakeries,fooddeliveryservices",4.5,"37.7975,-122.21138",$
In The Mix Bakery,1,"desserts,customcakes,cupcakes",5.0,"37.71852493286133,-122.16226196289062",
Sweet Tweets Bakeshop,120,desserts,5.0,"37.81239,-122.25123",$$
Panaderia El Pueblo,8,bakeries,4.0,"37.7411003112793,-122.167671203613",$
Bavarian Bread Co,15,bakeries,4.5,"37.696288,-122.173682",$
Rico's Churro,67,desserts,4.5,"37.76484,-122.19964",$
Sweet Vanilla Bake Shop,70,"bakeries,customcakes,cupcakes",5.0,"37.8576583862305,-122.125762939453",$$
The Sabaya Company,3,"mideastern,bakeries,gourmet",5.0,"37.83072600000001,-122.2348775",
Renee's Bakery,6,"desserts,bakeries,cupcakes",5.0,"37.7831268310547,-122.223999023438",$$
Farmstead Cheeses & Wines,93,"cheese,beer_and_wine",4.5,"37.826814,-122.209026",$$
Delightful Foods,38,"bakeries,juicebars",5.0,"37.77281,-122.20113",
We Love Desserts!,1,"bakeries,cakeshop,foodtrucks",4.0,"37.77799,-122.22176",
Debbie Does Cakes,107,customcakes,5.0,"37.7978858947754,-122.248016357422",$$
Banh Mi Ba Le,1344,"vietnamese,sandwiches",4.5,"37.78606,-122.24101",$
Gins Baked Goods,15,"desserts,cupcakes,customcakes",5.0,"37.79743,-122.21193",
Geli’s Bakery,2,desserts,5.0,"37.77541887268364,-122.2207088089343",
The Excellent Cheesecake,22,bakeries,5.0,"37.69917678833008,-122.08010864257812",
Baptista Baking,17,bakeries,5.0,"37.710196,-122.078363",$$
Chris' Conchas,1,"bakeries,mexican",4.0,"37.7979,-122.24657",
Cholita Linda,2013,"latin,sandwiches,tacos",4.5,"37.8364704,-122.2625152",$$
Beli-Deli Gourmet Catering,56,catering,5.0,"37.73914,-122.20158",
No Cookie,33,bakeries,5.0,"37.77281,-122.20113",$$$
Semifreddi's Bakery,2,bakeries,4.0,"37.7287671004214,-122.240715163716",
Van's Macarons,50,macarons,5.0,"37.733341217041016,-122.24208068847656",$
Sweetest Sin Bakery,2,desserts,5.0,"37.73660689108474,-122.17933100898732",
Cookie Proper,19,bakeries,5.0,"37.77799,-122.22176",$
Ba Bakehouse,2,bakeries,4.5,"37.70251,-122.12502",
Potliquor,32,catering,5.0,"37.831508,-122.25396",
Rancho Market,8,"meats,markets",4.5,"37.7833925932646,-122.222873568535",$
Behind The Sweets,83,"cupcakes,customcakes",4.5,"37.68689,-122.14696",$$
Silver Dahlia Baking,26,"customcakes,desserts,cupcakes",5.0,"37.8017654418945,-122.209266662598",
S+S Gastro Grub Catering,112,catering,5.0,"37.79756,-122.24908",
Sugar Addicts Sweets and Treats,11,"customcakes,desserts",4.5,"37.7466354370117,-122.166244506836",
Delicias,2,desserts,5.0,"37.72386,-122.15327",$$
Preserved,49,"cookingclasses,grocery",4.5,"37.836789,-122.2622507",$$
Panera Bread,370,"sandwiches,salad,soup",3.0,"37.7566061198569,-122.250409722719",$$
Tomato Eats,6,"salad,soup,sandwiches",3.5,"37.695098,-122.078756",
What the Cake?,27,"bakeries,catering",4.5,"37.776927947998,-122.217956542969",$$
Bianca's Deli & Catering,271,"delis,sandwiches",3.5,"37.835624906569,-122.12745",$$
Big Wheel Cookie Co,7,"catering,bakeries",4.5,"37.7832,-122.22418",$
Scolari's,1236,"burgers,sandwiches,salad",4.0,"37.762815790262,-122.244188713625",$$
Lola's Chicken Shack,688,"sandwiches,salad,chickenshop",4.0,"37.7647976906781,-122.242448252917",$
Mister Cookie,16,bakeries,4.5,"37.78177,-122.23621",
Oakland Cupcake Company,1,bakeries,5.0,"37.8120199,-122.24173",
Blackberry Soul Fine Catering,66,catering,4.0,"37.7944092,-122.2455364",
The Fusion Factory,381,"asianfusion,sandwiches,pizza",3.5,"37.70944,-122.17035",$
Proposition Chicken,516,"chickenshop,gluten_free,sandwiches",3.5,"37.810405,-122.244437",$$
JW Cake Designs,5,"customcakes,bakeries,desserts",5.0,"37.80413712394768,-122.20703466163918",
Herbs and Spices Catering,75,catering,5.0,"37.75962,-122.23877",
Edible Arts by Nu'Nu,6,cupcakes,5.0,"37.79088,-122.24667",$$
Oat Cuisine,5,gourmet,5.0,"37.71646,-122.17919",
GuyaneseSisters Bakes,1,desserts,5.0,"37.7539138793945,-122.190711975098",
Eat My Love For You,11,"desserts,bakeries",5.0,"37.8120384216309,-122.240631103516",$
C & H Meat,20,"meats,korean",4.5,"37.7086603454002,-122.091279982128",$$
Lip Smackin Treats,1,"desserts,bakeries,cupcakes",5.0,"37.78871,-122.19549",
Lucky,103,"grocery,bakeries",3.0,"37.8281193,-122.2106978",$$
Jazzie's Sweets,2,"bakeries,desserts,customcakes",5.0,"37.79178433650312,-122.24495420940714",
Hogar Latino Panaderia Y Restaurante,4,"mexican,bakeries",5.0,"37.7766786,-122.2242127",
Magnificent Quiche,1,bakeries,5.0,"37.6920398,-122.1101144",$$
Miramontes Bakery,2,bakeries,2.5,"37.7883758544922,-122.24486541748",
El Valle Carniceria Y Fruteria,7,"bakeries,meats",2.5,"37.7883758544922,-122.24486541748",
Artistic Bites,48,desserts,5.0,"37.56283,-122.00044",$$
Pavé Consulting,5,"desserts,catering",5.0,"37.81239,-122.25123",
Ike's Love & Sandwiches,1395,sandwiches,4.0,"37.81105,-122.26653",$$
Hil's Cooking & Catering,31,catering,4.5,"37.83171,-122.2624",
Greens & Grains,171,"newamerican,salad,sandwiches",4.5,"37.7677230834961,-122.239433288574",$$
Baron's Quality Meats & Seafood,113,"meats,seafoodmarkets",4.0,"37.76772,-122.23944",$$
FoodMaxx,106,"grocery,bakeries",2.5,"37.6878718,-122.13513111165666",$
Guadalajara Grocery & Meat Market,23,"grocery,meats",2.5,"37.71109,-122.13761",$
Marina Liquor & Deli,63,"delis,beer_and_wine",4.0,"37.7041,-122.18067",$
Joaquin Deli,188,delis,4.0,"37.722685,-122.1536783",$
La Bella Italia,1,"bakeries,seafood",3.0,"37.70576,-122.12928",
Oh Sho Sweet,3,"customcakes,desserts",3.5,"37.70712,-122.12535",
Mr Pickle's Sandwich Shop,314,"sandwiches,salad,soup",3.0,"37.69595,-122.07762",$
Licensed 2 Grill Truck,96,"foodtrucks,catering",4.0,"37.6921043,-122.1472885",$$
Boulevard Burger,586,"burgers,sandwiches,hotdogs",3.5,"37.694876,-122.0707225",$$
Boulangerie Solignac,1,bakeries,5.0,"37.6885,-122.403281",
Wildflour Bakeshop,7,"macarons,desserts",5.0,"37.65736,-122.4176",
Sunshine Wheat Field Dim Sum,27,"dimsum,bakeries",4.0,"37.72787,-122.40399",$
Anton SV Pâtisserie,7,"bakeries,desserts",4.0,"37.73683,-122.405",
New Horizons Bakery,50,bakeries,3.5,"37.651627,-122.468432",$
Portside Bakery,15,bakeries,4.5,"37.728129,-122.477554",
Princess Bakery,16,"bakeries,desserts",5.0,"37.777433,-122.463742",$
Miss Chan Chan Kitchen,51,"customcakes,cupcakes,catering",4.5,"37.69158,-122.46252",$$
Red Ribbon Bakeshop,195,"bakeries,desserts,cakeshop",3.5,"37.6972794,-122.462855645998",$
Shampa's Pies,89,bakeries,4.5,"37.63612,-122.49189",$$
Holy Crunch,4,bakeries,5.0,"37.751443,-122.428813",
Ocean Malasada,44,catering,3.5,"37.74054,-122.49916",
Pink n Moist,33,"desserts,bakeries,cupcakes",4.5,"37.73053,-122.38523",$$
The Good Chocolate,13,chocolate,5.0,"37.7112103,-122.4043841",
Little Lucca Specialty Sandwich Shop,3353,"sandwiches,catering",4.5,"37.65091,-122.43056",$$
Rico Pan Bakery,8,bakeries,3.5,"37.7129682845044,-122.444481508291",$
La Universal,6,bakeries,4.5,"37.7069169,-122.4145927",$$
Yummy Yame,2,"bakeries,desserts",5.0,"37.6828527221,-122.487418306",
Yvonne's Southern Sweets,84,bakeries,4.5,"37.73193,-122.392",$
Pan-O-Rama Baking,62,bakeries,4.5,"37.76259,-122.41148",$
Love Baked In,2,bakeries,3.5,"37.710417,-122.467703",
Valerio's Tropical Bake Shop,64,bakeries,2.5,"37.6434960407916,-122.463639043272",$
Grace & Gusto Cakes and Confections,15,"desserts,customcakes,cakeshop",4.5,"37.767067,-122.446628",$$
Bernal Bakery,13,"bakeries,desserts",5.0,"37.74729,-122.4058",
La Loma Bakery and Ice Cream Shop,3,"bakeries,icecream",5.0,"37.7077,-122.45511",
Space Cadet Baking Company,13,"cupcakes,desserts,customcakes",5.0,"37.735683662603286,-122.45941767824465",
Tan Hung Bakery,3,bakeries,5.0,"37.7257753908634,-122.379707694054",$
La Reyna Bakery & Coffee Shop,70,"bakeries,coffee",4.0,"37.7525111,-122.4145487",$
Bitchin' Baklava,31,"bakeries,egyptian",5.0,"37.775322,-122.502107",$
Bakesale Betty,37,"burgers,sandwiches",2.0,"37.770356,-122.387253",
Marco Polo Italian Ice Cream,1687,"icecream,gelato,desserts",4.5,"37.7426223,-122.481885",$
New Daly City Market,147,"beer_and_wine,sandwiches,icecream",4.5,"37.705986,-122.452736",$$
Lunardi's Markets,216,"grocery,catering",3.5,"37.6189804077148,-122.439834594727",$$$
Dagwood & Scoops,173,"sandwiches,icecream,delis",4.0,"37.75307,-122.40707",$$
Bri's Creations,17,"bakeries,customcakes,cupcakes",5.0,"37.75305983891364,-122.40790206938983",$$
Calabria Bros,200,"catering,sandwiches,delis",5.0,"37.7220306396484,-122.436477661133",$$
Long Bridge Pizza,649,"pizza,salad,sandwiches",4.5,"37.7595199,-122.3881765",$$
Cafe Bakery & Restaurant,575,"bakeries,hkcafe",3.5,"37.7540105,-122.4782047",$$
Tiffany's Cake Poppery,45,"bakeries,desserts",5.0,"37.62653,-122.42771",$
Little Quiapo Bakeshop,4,bakeries,2.0,"37.7123562991619,-122.406877800822",$
Dinosaurs,962,"vietnamese,sandwiches",4.0,"37.764452,-122.431978",$$
Bimbo Bakeries USA,13,bakeries,5.0,"37.64731,-122.42183",$
The Cake Gallery,330,"bakeries,desserts,customcakes",4.5,"37.75040537644897,-122.38837081834106",$$
Chile Lindo Empanadas,229,"delis,empanadas,coffee",4.0,"37.7652456,-122.4184663",$
Wise Sons Jewish Deli,158,"coffee,sandwiches,bagels",3.0,"37.77726,-122.42496",$$
La Fromagerie Cheese Shop,144,"cheese,delis,sandwiches",4.5,"37.7588882,-122.3882464",$$
Media Noche,445,"cuban,sandwiches",4.0,"37.76002,-122.42076",$$
Red Ribbon Bakeshop,37,"desserts,bakeries,cakeshop",3.0,"37.64326543748518,-122.46343755415697",$$
24th Street Cheese Company,169,cheese,3.5,"37.75149984147016,-122.42940211165667",$$
Vanilla Saffron Imports,23,gourmet,4.5,"37.76218,-122.40686",$
Chez Maman East,2322,"french,burgers,creperies",4.5,"37.762463,-122.396712",$$
Golden Morsels,5,"bakeries,desserts",5.0,"37.72905257883829,-122.4770264972329",
Absinthe Brasserie & Bar,3404,"french,beerbar,cocktailbars",4.0,"37.77714,-122.42268",$$$
Hard Knox Cafe,2352,"soulfood,southern,sandwiches",4.0,"37.75752,-122.38858",$$
"Stirred, Not Shaken",49,"bakeries,desserts",4.5,"37.74995708242038,-122.41537632679996",$
Flour Chylde Bakery,6,bakeries,5.0,"37.7556993,-122.4197058",$
Creative International Pastries,12,bakeries,5.0,"37.7598374890647,-122.387569818546",$$
Baklavastory,21,bakeries,5.0,"37.767984819994766,-122.41355029091362",
ChouChou French Bistro,1303,french,4.0,"37.74738,-122.45952",$$$
The Chef's Table At the Pierre Coste Room,16,"newamerican,sandwiches,salad",4.5,"37.7239521,-122.4522151",$
Tart Mama,4,"foodstands,bakeries",4.5,"37.73171,-122.4114",
Holy Gelato!,1129,"gelato,acaibowls,juicebars",4.5,"37.762392,-122.465941",$$
Viking's Giant Submarines,166,"burgers,sandwiches,vietnamese",4.0,"37.7336061267502,-122.434189067459",$
Sugar 'n Spice,116,"artclasses,bakeries,candy",4.0,"37.6872493845339,-122.469915950706",$$
Tula Bakeshoppe,6,"desserts,gluten_free",5.0,"37.74363,-122.47862",
All Good Pizza,260,"pizza,sandwiches,salad",4.5,"37.7390445,-122.3897508",$$
"Hey, Cookie!",224,"desserts,bakeries,fooddeliveryservices",5.0,"37.75871,-122.43915",$
Teani's Italian Deli,236,"delis,italian,sandwiches",4.5,"37.6515329858681,-122.431167630439",$$
Eye of The Avocado,27,"personalchefs,catering",4.5,"37.7552719116211,-122.41877746582",
Komaaj,187,"persian,diners,cafes",4.5,"37.74883,-122.41725",$$
Bakers of Paris,3,bakeries,4.5,"37.7285614,-122.4768829",$
Palm City Wines,170,"wine_bars,sandwiches,beerbar",4.5,"37.762309,-122.501596",$$
Mojo Bakes! SF,2,"desserts,bakeries",5.0,"37.7699203491211,-122.446319580078",
Colette Macaron,50,"desserts,macarons,catering",5.0,"37.74843,-122.41594",
Cinnabon - Coming Soon,2,bakeries,1.5,"37.6696031,-122.469413",
Chez Maman West,1452,"french,burgers",4.0,"37.776988,-122.423164",$$
Goldilocks,162,"filipino,bakeries",2.5,"37.6454803523577,-122.451499650157",$$
California Smart Foods,1,bakeries,5.0,"37.757082,-122.3879288",$$
Kathy's Kakes,26,desserts,4.5,"37.7597481,-122.4750292",$$
Phat Philly,1071,"sandwiches,cheesesteaks,chicken_wings",4.0,"37.75224,-122.42037",$$
Josie's Bake Sale,5,bakeries,5.0,"37.7632,-122.41545",
Aroma Buena Catering,33,catering,5.0,"37.725028,-122.460543",
Woodhouse Fish,1789,"seafood,fishnchips,sandwiches",4.0,"37.7676615910331,-122.42844209075",$$
Turner's Kitchen,392,"sandwiches,soup,salad",4.5,"37.763082,-122.424349",$$
Sogo Bakery,7,bakeries,4.0,"37.682853521825,-122.488034170644",$$
Panda Boba,73,"coffee,chicken_wings,juicebars",3.5,"37.7269,-122.403065",$
Donut Times,56,"donuts,bakeries,coffee",3.5,"37.75344,-122.48953",$$
Basa Seafood Express,948,"seafood,sandwiches,burgers",4.5,"37.75276,-122.41338",$
Belmar - La Gallinita Meat Market,86,"mexican,meats,catering",4.5,"37.7526142448187,-122.4116615206",$
Panera Bread,381,"salad,soup,sandwiches",2.5,"37.668580819198,-122.468565255404",$$
My Sweet Soiree,1,"bakeries,desserts",5.0,"37.729133605957,-122.47673034668",
MiGoodies BakeSale,58,"bakeries,desserts,customcakes",5.0,"37.6959838867188,-122.480041503906",$$
Knight's Catering,52,"catering,eventplanning",5.0,"37.741825919187384,-122.38353191520635",
Lemonade,245,"newamerican,sandwiches,bbq",3.0,"37.7407899,-122.46631",$$
4505 Burgers & BBQ - San Francisco,1854,"bbq,burgers,sandwiches",3.5,"37.7761896,-122.43821930402554",$$
Heroic Italian,99,"italian,sandwiches,wine_bars",4.5,"37.75972,-122.43525",
Zuni Café,2938,"italian,french",3.5,"37.7734826,-122.4216396",$$$
Sunrise Deli,622,"delis,mediterranean,mideastern",4.0,"37.76315,-122.48075",$$
Buko Bakes,4,"desserts,bakeries,popuprestaurants",5.0,"37.79532,-122.39375",
Julie's Brisbane Liquor & Deli,128,"beer_and_wine,burgers,sandwiches",4.5,"37.68379,-122.40259",$
Darby Dan's Gourmet Sandwiches,521,"sandwiches,tradamerican,burgers",4.0,"37.6595451,-122.4055122",$$
Willow On the Green,10,"cheese,importedfood,cheesetastingclasses",5.0,"37.7634899777739,-122.46642656200599",
Motek Treats,3,bakeries,5.0,"37.7749295,-122.4194155",$$
AK Subs,466,"sandwiches,breakfast_brunch,coffee",4.5,"37.773989687875165,-122.40860096040788",$
Limoncello,40,"sandwiches,pizza,wine_bars",5.0,"37.7529,-122.40958",$$
Mr Banh Mi,365,"vietnamese,coffee,sandwiches",4.5,"37.775581837885525,-122.49757530345666",$
Kara's Cupcakes,7,"cupcakes,bakeries",3.5,"37.757082,-122.3879288",
